image_url,name_de,g_index,g_load,name_ru,name_en
https://glycemic-index.net/images/hnSoheV4da_small.webp,Lotus (Wurzelpulver),33,4.1,"Лотос (порошок корня)","Lotus (root powder)"
https://glycemic-index.net/images/iD3g2Ugagq_small.webp,Lupine,15,6.1,"Люпин","Lupin"
https://glycemic-index.net/images/e9W8RdAnmc_small.webp,Mageres Schweinefleisch,0,0.0,"Постная свинина","Lean pork"
https://glycemic-index.net/images/KgtVOnZgXw_small.webp,Magermilch,31,1.5,"Обезжиренное молоко","Skim milk"
https://glycemic-index.net/images/gmFq7H2Qq7_small.webp,Magermilch,27,0.1,"Обезжиренное молоко","Skim milk"
https://glycemic-index.net/images/WnIYmOZAjV_small.webp,Mais,48,8.9,"Кукуруза","Corn"
https://glycemic-index.net/images/6yz2XiA8zX_small.webp,Maissirup,15,11.7,"Кукурузный сироп","Corn syrup"
https://glycemic-index.net/images/JAnXwX02Tj_small.webp,"Makronen, Kokosmehl",32,18.1,"Макроны, кокосовая мука","Macaroons, coconut flour"
https://glycemic-index.net/images/wh35gQB4zd_small.webp,Mandarin,30,3.9,"Мандарин","Mandarin"
https://glycemic-index.net/images/oEy3kx48Pv_small.webp,Mandarine (in Dosen),47,4.2,"Мандарин (консервированный)","Mandarin (canned)"
https://glycemic-index.net/images/utK4OIENj7_small.webp,"Mandarinen, Mandarinen, Satsuma (frisch)",30,3.9,"Мандарины, мандарины, Сацума (свежие)","Mandarins, tangerines, Satsuma (fresh)"
https://glycemic-index.net/images/OCWai9RgtR_small.webp,Mandel,15,1.9,"Миндаль","Almond"
https://glycemic-index.net/images/ywJvDrsmJ8_small.webp,Mandelmilch,30,3.9,"Миндальное молоко","Almond milk"
https://glycemic-index.net/images/LzvegOXf0K_small.webp,Mandelpaste (zuckerfrei),35,15.1,"Миндальная паста (без сахара)","Almond paste (sugar-free)"
https://glycemic-index.net/images/AOA1AylMq8_small.webp,Mandelöl,25,0.0,"Миндальное масло","Almond oil"
https://glycemic-index.net/images/aKxzP1f1l4_small.webp,Margarine,0,0.0,"Маргарин","Margarine"
https://glycemic-index.net/images/EA6KVk1rdP_small.webp,Marmelade,51,47.5,"Мармелад","Marmalade"
https://glycemic-index.net/images/rG5x3tQt9D_small.webp,Marmelade (zuckerfrei),30,22.2,"Мармелад (без сахара)","Marmalade (sugar-free)"
https://glycemic-index.net/images/bzEVMPuzl6_small.webp,Mayonnaise (hausgemacht),0,0.0,"Майонез (домашний)","Mayonnaise (homemade)"
https://glycemic-index.net/images/fNKz0UGo0R_small.webp,"Meeresfrüchte (Austern, Garnelen, Muscheln usw,)",0,0.0,"Морепродукты (устрицы, креветки, мидии и т.д.)","Seafood (oysters, shrimp, mussels, etc.)"
https://glycemic-index.net/images/LB6VyJooF6_small.webp,Meerrettich,10,1.1,"Хрен","Horseradish"
https://glycemic-index.net/images/JC61jucNub_small.webp,Mehrkornplätzchen,51,33.2,"Многозерновое печенье","Multigrain cookies"
https://glycemic-index.net/images/IzGKTok2K1_small.webp,Melonenbirne (Pepino),40,8.0,"Дынная груша (Пепино)","Melon pear (Pepino)"
https://glycemic-index.net/images/Aq4PG5y0BP_small.webp,Milch,31,1.6,"Молоко","Milk"
https://glycemic-index.net/images/DH95J29Bn2_small.webp,Milchschokolade,49,28.9,"Молочный шоколад","Milk chocolate"
https://glycemic-index.net/images/3eSdDjOkXX_small.webp,Mispel japanische Pflaume,55,5.7,"Мушмула японская слива","Loquat Japanese plum"
https://glycemic-index.net/images/R8PbwV4k0C_small.webp,Mohn,35,9.8,"Мак","Poppy"
https://glycemic-index.net/images/rbrf2L9Mf2_small.webp,Moltebeere (frische Beeren),25,1.7,"Морошка (свежие ягоды)","Cloudberry (fresh berries)"
https://glycemic-index.net/images/jsX5boYUXg_small.webp,Mungobohne Mung,25,15.8,"Мунг бобы","Mung bean"
https://glycemic-index.net/images/fXyc7GNkSE_small.webp,Müsli (zuckerfrei),50,23.6,"Мюсли (без сахара)","Muesli (sugar-free)"
https://glycemic-index.net/images/CJuxUSJcx0_small.webp,"Müsliriegel, Glutenfrei",50,37.1,"Мюсли-батончик, без глютена","Muesli bar, gluten-free"
https://glycemic-index.net/images/Kr72oe7NYh_small.webp,Natürliche Milch,32,1.3,"Натуральное молоко","Natural milk"
https://glycemic-index.net/images/3VJbiXMPqZ_small.webp,Nektarine (frisches Obst),35,4.1,"Нектарин (свежий фрукт)","Nectarine (fresh fruit)"
https://glycemic-index.net/images/rAvbRqZfHM_small.webp,Nieren (geschmort),0,0.0,"Почки (тушеные)","Kidneys (braised)"
https://glycemic-index.net/images/0sEUiYPzDC_small.webp,Nussbaum,15,2.1,"Грецкий орех","Walnut"
https://glycemic-index.net/images/X6lyiSWTNA_small.webp,Nüsse (mit Rosinen mischen),21,9.8,"Орехи (смесь с изюмом)","Nuts (mixed with raisins)"
https://glycemic-index.net/images/wz23ObtO4B_small.webp,Obstbrot,47,24.4,"Фруктовый хлеб","Fruit bread"
https://glycemic-index.net/images/xIop8is254_small.webp,Oliven,15,0.9,"Оливки","Olives"
https://glycemic-index.net/images/OHjnvj2hLa_small.webp,Olivenöl,0,0.0,"Оливковое масло","Olive oil"
https://glycemic-index.net/images/vIOhMvy9eB_small.webp,Omelette,49,7.3,"Омлет","Omelette"
https://glycemic-index.net/images/7hre17eZtj_small.webp,Orache,53,34.0,"Лебеда садовая","Orache"
https://glycemic-index.net/images/rpaE64Cepa_small.webp,Orange (frisches Obst),35,4.1,"Апельсин (свежий фрукт)","Orange (fresh fruit)"
https://glycemic-index.net/images/wX4P5Ns5iP_small.webp,Orangensaft,48,4.8,"Апельсиновый сок","Orange juice"
https://glycemic-index.net/images/ETyGQ4KY1f_small.webp,Orangensaft (frisch gepresst und zuckerfrei),45,4.8,"Апельсиновый сок (свежевыжатый и без сахара)","Orange juice (freshly squeezed and sugar-free)"
https://glycemic-index.net/images/ueoIRW9iCA_small.webp,Oregano,5,3.2,"Орегано","Oregano"
https://glycemic-index.net/images/HtdmCDweEo_small.webp,Palm Fruchtfleisch,20,1.2,"Мякоть пальмы","Palm pulp"
https://glycemic-index.net/images/9b1MjxmGU2_small.webp,Pampelmuse,30,3.0,"Помело","Pomelo"
https://glycemic-index.net/images/6YmocU0iWE_small.webp,"Pampelmuse, Sheddock (frisch)",25,2.0,"Помело, Шеддок (свежий)","Pomelo, Sheddock (fresh)"
https://glycemic-index.net/images/uopzFKnNAh_small.webp,"Paprika (rot, grün), Paprika",15,1.0,"Перец (красный, зеленый), паприка","Bell pepper (red, green), paprika"
https://glycemic-index.net/images/kT66RpOnic_small.webp,Passionsfrucht,30,6.9,"Маракуйя","Passion fruit"
https://glycemic-index.net/images/LlgZyBIdx6_small.webp,"Passionsfrucht, Granadilla (frisch)",30,4.0,"Маракуйя, Гранадилла (свежая)","Passion fruit, Granadilla (fresh)"
https://glycemic-index.net/images/zUopTvrRLp_small.webp,Pasta,50,15.4,"Паста","Pasta"
https://glycemic-index.net/images/eJyUSxvdLq_small.webp,Pasta (aus Hartweizen),50,11.6,"Паста (из твердых сортов пшеницы)","Pasta (from durum wheat)"
https://glycemic-index.net/images/To0S9MaQSQ_small.webp,"Pepino, Melonenbirne",40,8.0,"Пепино, Дынная груша","Pepino, Melon pear"
https://glycemic-index.net/images/VFAuFPjmr5_small.webp,Perlovka,25,18.4,"Перловка","Pearl barley"
https://glycemic-index.net/images/JqxMhkTLsL_small.webp,"Persimmon, Persimmon Ost (frisch)",50,7.7,"Хурма, Хурма восточная (свежая)","Persimmon, Oriental persimmon (fresh)"
https://glycemic-index.net/images/K14f4FB7GH_small.webp,Pesto-Sauce),15,0.9,"Соус Песто","Pesto sauce"
https://glycemic-index.net/images/BcBvqGxyMJ_small.webp,Petersilie,15,0.9,"Петрушка","Parsley"
https://glycemic-index.net/images/PPn90kZvHW_small.webp,Petersilie (gekocht),52,3.3,"Петрушка (приготовленная)","Parsley (cooked)"
https://glycemic-index.net/images/FVRSYndNy8_small.webp,Pfirsich (frisches Obst),35,4.0,"Персик (свежий фрукт)","Peach (fresh fruit)"
https://glycemic-index.net/images/HaBL3pZPpC_small.webp,Pfirsich (in Sirup konserviert),55,8.1,"Персик (консервированный в сиропе)","Peach (canned in syrup)"
https://glycemic-index.net/images/DE4puH02OB_small.webp,Pflanzenfett,0,0.0,"Растительный жир","Vegetable fat"
https://glycemic-index.net/images/8JeWvVGEHV_small.webp,Pflaumen,40,25.6,"Сливы","Plums"
https://glycemic-index.net/images/azVoBJd4Xb_small.webp,Pflaumen (frisch),35,3.9,"Сливы (свежие)","Plums (fresh)"
https://glycemic-index.net/images/6NC6QFHgdX_small.webp,Physalis,15,0.6,"Физалис","Physalis"
https://glycemic-index.net/images/5Xnq0YR4LL_small.webp,Pilze,15,0.8,"Грибы","Mushrooms"
https://glycemic-index.net/images/dU7glVH0OI_small.webp,Pilze (gekocht),36,1.9,"Грибы (приготовленные)","Mushrooms (cooked)"
https://glycemic-index.net/images/S3tSr3aP5R_small.webp,Pinienkerne,15,2.9,"Кедровые орехи","Pine nuts"
https://glycemic-index.net/images/0rLdgQBEjd_small.webp,Pinienkerne,15,1.9,"Кедровые орехи","Pine nuts"
https://glycemic-index.net/images/Ru1KySjFE5_small.webp,Pistazien,15,4.2,"Фисташки","Pistachios"
https://glycemic-index.net/images/ucA2AgsKRB_small.webp,Plantano (roh),45,13.6,"Плантан (сырой)","Plantain (raw)"
https://glycemic-index.net/images/0whBPqr8Nz_small.webp,Platano (roh),45,14.4,"Платано (сырой)","Platano (raw)"
https://glycemic-index.net/images/LTFRYZCnFS_small.webp,"Pommes, Mais, gesalzen",42,25.6,"Чипсы, кукурузные, соленые","Chips, corn, salted"
https://glycemic-index.net/images/t9LKSY5zLU_small.webp,Popcorn,55,40.7,"Попкорн","Popcorn"
https://glycemic-index.net/images/ezy1Nn0KGO_small.webp,Praline mit Süßungsmitteln,23,8.2,"Пралине с подсластителями","Praline with sweeteners"
https://glycemic-index.net/images/9qStdGVQiU_small.webp,Pumpernickelbrot,45,21.6,"Хлеб Пумперникель","Pumpernickel bread"
https://glycemic-index.net/images/k6Xaw5gM9X_small.webp,Quark,45,10.3,"Творог","Quark"
https://glycemic-index.net/images/RDiUTiNFQH_small.webp,Quetschen,15,0.7,"Сдавливание","Squeezing"
https://glycemic-index.net/images/IKy75I7PSL_small.webp,Quinoa (gekocht),35,7.3,"Киноа (приготовленная)","Quinoa (cooked)"
https://glycemic-index.net/images/eGTbT1ZhLy_small.webp,Quinoa (unvorbereitet),40,22.8,"Киноа (неприготовленная)","Quinoa (uncooked)"
https://glycemic-index.net/images/LHsOCckULt_small.webp,Quinoa-Mehl,40,22.9,"Мука из киноа","Quinoa flour"
https://glycemic-index.net/images/0jKhjJfCZt_small.webp,Quitte (Dose / Gelee ohne Zucker),40,3.8,"Айва (консервированная / желе без сахара)","Quince (canned/jelly without sugar)"
https://glycemic-index.net/images/7ZNvLxfXTE_small.webp,Quitte (frisches Obst),35,3.4,"Айва (свежий фрукт)","Quince (fresh fruit)"
https://glycemic-index.net/images/BgIUlPljcG_small.webp,Ratatouille,20,1.0,"Рататуй","Ratatouille"
https://glycemic-index.net/images/tWJhbQuWer_small.webp,Ravioli (aus Hartweizen),40,11.6,"Равиоли (из твердых сортов пшеницы)","Ravioli (from durum wheat)"
https://glycemic-index.net/images/mw0hqDb0Vb_small.webp,Rettich,15,0.5,"Редька","Radish"
https://glycemic-index.net/images/M8bsWZH9pU_small.webp,Rhabarber,15,0.4,"Ревень","Rhubarb"
https://glycemic-index.net/images/HTGRpwuPAT_small.webp,Rinderhirne,0,0.0,"Говяжьи мозги","Beef brains"
https://glycemic-index.net/images/lHIJawTftL_small.webp,"Rindfleisch (Steak etc,)",0,0.0,"Говядина (стейк и т.д.)","Beef (steak etc.)"
https://glycemic-index.net/images/BUQhsXwO84_small.webp,Roastbeefleber,50,0.0,"Печень ростбифа","Roast beef liver"
https://glycemic-index.net/images/jjbeOf9jdn_small.webp,Roggenflocken,45,37.2,"Ржаные хлопья","Rye flakes"
https://glycemic-index.net/images/GRVoS9UMZ7_small.webp,Roggenmehl (mittel gemahlen),50,27.9,"Ржаная мука (среднего помола)","Rye flour (medium ground)"
https://glycemic-index.net/images/g21bsCR0bc_small.webp,Roggenvollkornmehl,45,28.9,"Ржаная цельнозерновая мука","Rye whole grain flour"
https://glycemic-index.net/images/4zgqU2MdbX_small.webp,Rosenkohl,15,0.3,"Брюссельская капуста","Brussels sprouts"
https://glycemic-index.net/images/7pNHzOWyJt_small.webp,Rosenkohl (frisch),15,1.1,"Брюссельская капуста (свежая)","Brussels sprouts (fresh)"
https://glycemic-index.net/images/FSvdK8KYhi_small.webp,Rote Beete,15,0.6,"Свекла","Beetroot"
https://glycemic-index.net/images/9z70lpgdHd_small.webp,Rote Beete (frisch),30,2.6,"Свекла (свежая)","Beetroot (fresh)"
https://glycemic-index.net/images/eCkzzWodo6_small.webp,Rote Johannisbeere (frische Beere),25,1.9,"Красная смородина (свежая ягода)","Red currant (fresh berry)"
https://glycemic-index.net/images/8RSFA6HOhB_small.webp,Roter Kaviar,0,0.0,"Красная икра","Red caviar"
https://glycemic-index.net/images/VwOQQ4UetN_small.webp,Rübe (roh),30,1.9,"Репа (сырая)","Turnip (raw)"
https://glycemic-index.net/images/wDbWhaURYF_small.webp,"Rübe, Rübe (frisch)",30,1.8,"Репа, репа (свежая)","Turnip, turnip (fresh)"
https://glycemic-index.net/images/wcPRYljXmn_small.webp,Sahne,30,1.1,"Сливки","Cream"
https://glycemic-index.net/images/NRCu0W2Vie_small.webp,Sahne (10%),25,1.1,"Сливки (10%)","Cream (10%)"
https://glycemic-index.net/images/5TvXfYEeIF_small.webp,Sahne (18%),30,1.1,"Сливки (18%)","Cream (18%)"
https://glycemic-index.net/images/olZpVHcQgf_small.webp,Sahne (30%),33,1.2,"Сливки (30%)","Cream (30%)"
https://glycemic-index.net/images/EwIGM5MslH_small.webp,"Salat (""Eisberg"", Blatt, Rucola usw,)",15,0.3,"Салат (Айсберг, листовой, руккола и т.д.)","Lettuce (Iceberg, leaf, arugula, etc.)"
https://glycemic-index.net/images/zK7RYlFq6l_small.webp,Salat (frisch),15,0.5,"Салат (свежий)","Lettuce (fresh)"
https://glycemic-index.net/images/qIXr6ZAE3H_small.webp,Salzgurken,15,0.3,"Соленые огурцы","Salt pickles"
https://glycemic-index.net/images/j6ARF7cPw2_small.webp,Samen (Kürbis),25,13.5,"Семена (тыквенные)","Seeds (pumpkin)"
https://glycemic-index.net/images/t0tqZiR3iM_small.webp,Sanddorn,30,0.8,"Облепиха","Sea buckthorn"
https://glycemic-index.net/images/ox6EW17cl6_small.webp,Sauerampfer,15,0.0,"Щавель","Sorrel"
https://glycemic-index.net/images/EWsaroROjG_small.webp,Sauerkraut,15,0.8,"Квашеная капуста","Sauerkraut"
https://glycemic-index.net/images/KyGKd7bJKC_small.webp,Sauerrahm,15,0.6,"Сметана","Sour cream"
https://glycemic-index.net/images/8CUGCiBN2K_small.webp,Saure Sahne (20%),25,0.8,"Сметана (20%)","Sour cream (20%)"
https://glycemic-index.net/images/JiO03zPMbD_small.webp,Schalotte,15,2.5,"Шалот","Shallot"
https://glycemic-index.net/images/sTEKBo09B9_small.webp,"Schinken, in Scheiben geschnitten, Würstchen",0,0.0,"Ветчина, нарезанная ломтиками, сосиски","Ham, sliced, sausages"
https://glycemic-index.net/images/Ti2hxz0aJk_small.webp,Schmalz,0,0.0,"Смалец","Lard"
https://glycemic-index.net/images/NKiCThyGNc_small.webp,Schokolade,49,29.9,"Шоколад","Chocolate"
https://glycemic-index.net/images/XmneFBrry6_small.webp,Schokolade (+ 70% Kakao),25,9.0,"Шоколад (+ 70% какао)","Chocolate (+ 70% cocoa)"
https://glycemic-index.net/images/0FdQ7bqp5M_small.webp,Schokoladenmilch,34,3.7,"Шоколадное молоко","Chocolate milk"
https://glycemic-index.net/images/coYa36rEN9_small.webp,Schwarze Johannisbeere (frische Beere),15,1.1,"Черная смородина (свежая ягода)","Black currant (fresh berry)"
https://glycemic-index.net/images/gw0lY0Y3hx_small.webp,Schwarze Oliven,15,4.8,"Черные оливки","Black olives"
https://glycemic-index.net/images/huK1SHET9p_small.webp,Schwarzwurzel (Kozelec),30,0.3,"Скорцонера (Козелец)","Black salsify (Kozelec)"
https://glycemic-index.net/images/HZ25wqTgPA_small.webp,Schweinekoteletts,50,9.8,"Свиные отбивные","Pork chops"
https://glycemic-index.net/images/u2IbC3csuZ_small.webp,Sellerie (frisch),15,0.3,"Сельдерей (свежий)","Celery (fresh)"
https://glycemic-index.net/images/3Z2guoUaaT_small.webp,Senf (mit Zucker),55,5.9,"Горчица (с сахаром)","Mustard (with sugar)"
https://glycemic-index.net/images/Frgy4vYPKE_small.webp,Sesam,35,8.1,"Кунжут","Sesame"
https://glycemic-index.net/images/mxVLQKjE8i_small.webp,"Sesampaste, Tahini",40,4.9,"Кунжутная паста, Тахини","Sesame paste, Tahini"
https://glycemic-index.net/images/FN7K8PxdJM_small.webp,Sesamsamen,35,4.3,"Семена кунжута","Sesame seeds"
https://glycemic-index.net/images/dorInXt9PW_small.webp,"Shortbread Cookies (Integral Mehl, zuckerfrei)",40,17.2,"Песочное печенье (цельнозерновая мука, без сахара)","Shortbread cookies (whole grain flour, sugar-free)"
https://glycemic-index.net/images/autdrBvHJn_small.webp,Soja-Sahne,20,12.9,"Соевые сливки","Soy cream"
https://glycemic-index.net/images/HUdnn7NyoT_small.webp,Sojabohne,15,4.5,"Соевые бобы","Soybean"
https://glycemic-index.net/images/4mpMdGu8bT_small.webp,Sojabohnen,15,4.5,"Соевые бобы","Soybeans"
https://glycemic-index.net/images/ly78a4t9tc_small.webp,Sojajoghurt (natürlich),20,1.6,"Соевый йогурт (натуральный)","Soy yogurt (natural)"
https://glycemic-index.net/images/oWoZpBIW98_small.webp,Sojamehl,25,4.5,"Соевая мука","Soy flour"
https://glycemic-index.net/images/qYDSP9L9Ih_small.webp,Sojamilch,30,1.8,"Соевое молоко","Soy milk"
https://glycemic-index.net/images/XieGTQ0hTP_small.webp,Sojamilch-Eis,35,6.0,"Соевое мороженое","Soy milk ice cream"
https://glycemic-index.net/images/taGJN8Gdm1_small.webp,Sojasauce,20,1.0,"Соевый соус","Soy sauce"
https://glycemic-index.net/images/fpPNe8KJ2d_small.webp,Sojasuppennudeln,30,24.6,"Соевая суповая лапша","Soy soup noodles"
https://glycemic-index.net/images/0Wj5C8VoUS_small.webp,Sonnenblumenkerne),35,7.0,"Семена подсолнечника","Sunflower seeds"
https://glycemic-index.net/images/9PeKbAXPB4_small.webp,Sorbet (zuckerfrei),40,4.8,"Сорбет (без сахара)","Sorbet (sugar-free)"
https://glycemic-index.net/images/BJfQ50U8j0_small.webp,Sorbett,50,27.6,"Сорбет","Sorbet"
https://glycemic-index.net/images/x3bhaxQ32z_small.webp,Spaghetti (gut gekocht),55,12.8,"Спагетти (хорошо приготовленные)","Spaghetti (well cooked)"
https://glycemic-index.net/images/d01pqDzbfz_small.webp,Spaghetti Bolognese,52,9.9,"Спагетти Болоньезе","Spaghetti Bolognese"
https://glycemic-index.net/images/IuYzLarzjB_small.webp,Spaghetti al dente,45,21.5,"Спагетти аль денте","Spaghetti al dente"
https://glycemic-index.net/images/aLKUM0nMUM_small.webp,Spargel,15,0.6,"Спаржа","Asparagus"
https://glycemic-index.net/images/89tbaL0LU1_small.webp,Spinat,15,0.3,"Шпинат","Spinach"
https://glycemic-index.net/images/hJsBIrRB8x_small.webp,Stevia,0,0.0,"Стевия","Stevia"
https://glycemic-index.net/images/IwvatkONMQ_small.webp,Suppe mit Hähnchen und Champignons,46,0.7,"Суп с курицей и шампиньонами","Soup with chicken and mushrooms"
https://glycemic-index.net/images/soFV3TavEz_small.webp,Surimi (gehackter Fisch in Krabbenstangen),50,3.4,"Сурими (рубленая рыба в крабовых палочках)","Surimi (chopped fish in crab sticks)"
https://glycemic-index.net/images/6H4GzNmHRc_small.webp,Sushi,55,11.6,"Суши","Sushi"
https://glycemic-index.net/images/bp0R62KfHq_small.webp,"Sushi, Lachs",48,7.3,"Суши, лосось","Sushi, salmon"
https://glycemic-index.net/images/KRwj8fdVsw_small.webp,Süße Kirsche,25,0.1,"Сладкая вишня","Sweet cherry"
https://glycemic-index.net/images/hW1I5jROrw_small.webp,Süßer Joghurt,52,4.7,"Сладкий йогурт","Sweet yogurt"
https://glycemic-index.net/images/MV35pxW8XP_small.webp,Süßer Pfeffer,15,0.8,"Сладкий перец","Sweet pepper"
https://glycemic-index.net/images/C8CjgNEt75_small.webp,Tagliatelle (gut gekocht),55,34.8,"Тальятелле (хорошо приготовленные)","Tagliatelle (well cooked)"
https://glycemic-index.net/images/UJlj58QE51_small.webp,Tahin,40,8.4,"Тахини","Tahini"
https://glycemic-index.net/images/gtEHCiwP6N_small.webp,Taro,48,12.7,"Таро","Taro"
https://glycemic-index.net/images/wFM5C8JtDg_small.webp,Tempeh,15,1.4,"Темпе","Tempeh"
https://glycemic-index.net/images/rrzt9xiR0i_small.webp,"Tofu, Bohnengallerte",15,0.1,"Тофу, бобовая желе","Tofu, bean curd"
https://glycemic-index.net/images/47GfhbjMs2_small.webp,Tofu-Käse,15,0.6,"Сыр Тофу","Tofu cheese"
https://glycemic-index.net/images/4E4TABVLrL_small.webp,Tomaten,30,1.1,"Помидоры","Tomatoes"
https://glycemic-index.net/images/rKqqPwo8Gv_small.webp,Tomaten (frisch),30,1.1,"Помидоры (свежие)","Tomatoes (fresh)"
https://glycemic-index.net/images/YW5NAuceCx_small.webp,Tomaten (getrocknet),35,10.2,"Помидоры (сушеные)","Tomatoes (dried)"
https://glycemic-index.net/images/7yqx6eo0Mt_small.webp,Tomatenpüree,35,3.1,"Томатное пюре","Tomato puree"
https://glycemic-index.net/images/oNTp5iDJJN_small.webp,Tomatensaft,35,1.5,"Томатный сок","Tomato juice"
https://glycemic-index.net/images/XGBf8G5Ca5_small.webp,"Tomatensauce (natürlich, zuckerfrei)",35,1.3,"Томатный соус (натуральный, без сахара)","Tomato sauce (natural, sugar-free)"
https://glycemic-index.net/images/pRbaM1hV6d_small.webp,Tomatensuppe,38,2.7,"Томатный суп","Tomato soup"
https://glycemic-index.net/images/dSrjzfXdoR_small.webp,Topinambur (frisch),50,6.4,"Топинамбур (свежий)","Jerusalem artichoke (fresh)"
https://glycemic-index.net/images/KRo2H5Bn7F_small.webp,"Tortilla, weißer Mais",49,23.1,"Тортилья, белая кукуруза","Tortilla, white corn"
https://glycemic-index.net/images/v9Ohu5nPmA_small.webp,"Trauben, grün (roh)",45,5.4,"Виноград, зеленый (сырой)","Grapes, green (raw)"
https://glycemic-index.net/images/v9Ohu5nPmA3Os1_small.webp,"Trauben, rot (roh)",45,8.1,"Виноград, красный (сырой)","Grapes, red (raw)"
https://glycemic-index.net/images/4dUrBbLets_small.webp,Traubensaft (ungesüßt),45,6.9,"Виноградный сок (без сахара)","Grape juice (unsweetened)"
https://glycemic-index.net/images/NY6dnPTsvF_small.webp,Traubensaft (zuckerfrei),55,9.3,"Виноградный сок (без сахара)","Grape juice (sugar-free)"
https://glycemic-index.net/images/UFfWKNL8LX_small.webp,Trockener Apfelwein,40,11.6,"Сухой сидр","Dry cider"
https://glycemic-index.net/images/B0KBqk5HqJ_small.webp,Truthahn,0,0.0,"Индейка","Turkey"
https://glycemic-index.net/images/nffAzHjmOi_small.webp,Truthahn (gekocht),0,0.0,"Индейка (приготовленная)","Turkey (cooked)"
https://glycemic-index.net/images/Pc2chqZaW0_small.webp,Ungeschälter Basmatireis,45,33.8,"Неочищенный рис басмати","Unpeeled basmati rice"
https://glycemic-index.net/images/8fpDPNHR5j_small.webp,Urd Bean (gedämpft),43,27.1,"Бобы Урд (приготовленные на пару)","Urd bean (steamed)"
https://glycemic-index.net/images/YUGjLexOIh_small.webp,Vanille,5,3.3,"Ваниль","Vanilla"
https://glycemic-index.net/images/C89Mc0DwEd_small.webp,Vollkorn (Roggen),34,19.0,"Цельнозерновой (рожь)","Whole grain (rye)"
https://glycemic-index.net/images/Mlh6v0AMNd_small.webp,Vollkorn-Spaghetti,40,10.6,"Цельнозерновые спагетти","Whole grain spaghetti"
https://glycemic-index.net/images/lNb9MAdgI8_small.webp,Vollkornbrot,40,15.9,"Цельнозерновой хлеб","Whole grain bread"
https://glycemic-index.net/images/vp1sNEFsje_small.webp,Vollkornnudeln,40,10.6,"Цельнозерновые макароны","Whole grain pasta"
https://glycemic-index.net/images/pet0naf4k9_small.webp,Vollkornnudeln,50,32.1,"Цельнозерновые макароны","Whole grain pasta"
https://glycemic-index.net/images/mIqW2wwMxP_small.webp,Vollkornnudeln von al dente,40,14.6,"Цельнозерновые макароны аль денте","Whole grain pasta al dente"
https://glycemic-index.net/images/fGNwjcRCmT_small.webp,Vollkornweizen,45,26.8,"Цельнозерновая пшеница","Whole grain wheat"
https://glycemic-index.net/images/CcjBBjdE4b_small.webp,Vollmilch,34,1.6,"Цельное молоко","Whole milk"
https://glycemic-index.net/images/sumn8qertD_small.webp,Vollmilch 3%,27,1.2,"Цельное молоко 3%","Whole milk 3%"
https://glycemic-index.net/images/IBuvGflLau_small.webp,Walnüsse,15,1.1,"Грецкие орехи","Walnuts"
https://glycemic-index.net/images/LBaDaFsSpc_small.webp,Weizenflocken,45,27.4,"Пшеничные хлопья","Wheat flakes"
https://glycemic-index.net/images/PRpCaFdWjA_small.webp,Weiße Bohnen (gekocht),33,8.3,"Белая фасоль (приготовленная)","White beans (cooked)"
https://glycemic-index.net/images/In6joHnczH_small.webp,Weiße Mandelpaste / Püree (ohne Süßstoffe),35,16.7,"Белая миндальная паста / пюре (без подсластителей)","White almond paste/puree (without sweeteners)"
https://glycemic-index.net/images/DfrkGNjkW3_small.webp,"Weißer Mais, Zuckermais, gefrorener Mais",55,10.4,"Белая кукуруза, сахарная кукуруза, замороженная кукуруза","White corn, sweet corn, frozen corn"
https://glycemic-index.net/images/mXvhCorXZe_small.webp,Weißkohl,15,0.9,"Белокочанная капуста","White cabbage"
https://glycemic-index.net/images/2IAq2Vv0K8_small.webp,Wildreis,45,33.8,"Дикий рис","Wild rice"
https://glycemic-index.net/images/JjGit16DJq_small.webp,Wildreis (schwarz),35,26.3,"Дикий рис (черный)","Wild rice (black)"
https://glycemic-index.net/images/fIPy3LdaCp_small.webp,Würste,28,6.7,"Колбасы","Sausages"
https://glycemic-index.net/images/4CLnVyxdN2_small.webp,Würste,30,0.6,"Колбасы","Sausages"
https://glycemic-index.net/images/R9F0rKZWSK_small.webp,Ziegenmilch,24,1.1,"Козье молоко","Goat milk"
https://glycemic-index.net/images/yhali4p297_small.webp,Zimt,5,2.9,"Корица","Cinnamon"
https://glycemic-index.net/images/4HiWMteTeR_small.webp,Zitrone (frisches Obst),20,0.6,"Лимон (свежий фрукт)","Lemon (fresh fruit)"
https://glycemic-index.net/images/iYbYuHuo26_small.webp,Zitronensaft (ungesüßt),20,0.6,"Лимонный сок (без сахара)","Lemon juice (unsweetened)"
https://glycemic-index.net/images/Gjg89KhEjc_small.webp,Zucchini,15,0.5,"Цуккини","Zucchini"
https://glycemic-index.net/images/JYdUyUKExr_small.webp,Zwiebel (frisch),15,1.6,"Лук (свежий)","Onion (fresh)"
https://glycemic-index.net/images/bJuS6MzOHV_small.webp,brauner Reis,50,36.5,"Коричневый рис","Brown rice"
https://glycemic-index.net/images/ZrKrG8Noiu_small.webp,chinesische Nudeln,35,23.4,"Китайская лапша","Chinese noodles"
https://glycemic-index.net/images/TWElHhyyLn_small.webp,dijon Senf,35,3.3,"Дижонская горчица","Dijon mustard"
https://glycemic-index.net/images/ylVEkxRjYr_small.webp,rote Bohnen,35,18.4,"Красная фасоль","Red beans"
